town,source_kind,topic,term,meeting_date,meeting_body,item_title,url,start_seconds,context
Ashford,transcript,drone,drone,2026-03-06,Board of Finance,"Board of Finance, March 6, 2026",https://www.youtube.com/watch?v=LBqQ9Rmvlxs&t=6307s,6307,and our current revenue estimate um and the reval which if you've joined any other meetings you've heard me drone on and on about that. Uh this and this reval makes life difficult. It shifts
Ashford,transcript,drone,drone,2025-04-08,Board of Finance,"Board of Finance, April 8, 2025",https://www.youtube.com/watch?v=nKYWcpXL3RY&t=3090s,3090,"it while we have it. Um, and thank you for your patience and listening to me drone on about money. And thank you to the first selectwoman for the hard work that she"
Ashford,transcript,drone,drone,2024-10-21,Board of Selectmen,"Board of Selectmen, October 21, 2024",https://www.youtube.com/watch?v=s3Uq-sQP20U&t=2064s,2064,as a result of that change order um the solar um solar guy um took a drone and put it over there uh on uh Saturday but in addition Garland has been monitoring this project all
Ashford,transcript,drone,drone,2020-11-10,Planning & Zoning Commission,Planning and Zoning Commission 110920,https://www.youtube.com/watch?v=K1cIoTyDbWI&t=5395s,5395,they haven't changed much uh one is a and i can get you pictures i may be able to get you some drone footage of uh when one building the medline building
Ashford,transcript,drone,drone,2020-11-10,Planning & Zoning Commission,Planning and Zoning Commission 110920,https://www.youtube.com/watch?v=K1cIoTyDbWI&t=5419s,5419,but that's the that's the kind of the size building we're talking about so maybe maybe a drone drone footage of that kind of place would be
Ashford,transcript,drone,drone,2020-11-10,Planning & Zoning Commission,Planning and Zoning Commission 110920,https://www.youtube.com/watch?v=K1cIoTyDbWI&t=5420s,5420,size building we're talking about so maybe maybe a drone drone footage of that kind of place would be important to see yeah maybe the
Ashford,transcript,predictive_policing,predictive_policing,2020-05-29,Board of Finance,Ashford Board of Finance Special Meeting 2020 0506,https://www.youtube.com/watch?v=21vdM58TgGM&t=11639s,11639,"May 20th 2020 to be held virtually I need a I need a motion and a second this is Gotham I'll make a motion that we increase their budget by the 90,000 like we discussed"
Beacon Falls,agenda,alpr,alpr_flock,2026-08-10,,Board of Selectmen Minutes - 2026-08-10,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_08102026-328,,"fee amounts versus potential full taxation and asked for technical distinction between and AI-Data Center and Non-AI Data Center. d. Jeff Roloff, Stoddard Place – Inquired about license-plate reader (Flock) cameras and the Town’s versus State Police role in placement and control. e. Ellie McAdams, B"
Beacon Falls,agenda,alpr,alpr_flock,2026-07-13,,Board of Selectmen Minutes - 2026-07-13,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_07132026-317,,"newly submitted. PB seconded. All ayes. Submitted today due to calculation error. See Exhibit A. 4. Comments From the Public: a. David Manning – Oakwood Dr., Oxford – Expressed displeasure with the flock cameras. He inquired with the BOS if they would consider discontinuing use of flock surveillance"
Beacon Falls,agenda,alpr,alpr_flock,2026-01-13,,Board of Finance Agenda - 2026-01-13,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Agenda/_01132026-191,,"b. Procurement Waivers i. Senior Center patio project ii. Additional Vehicle for Senior Minibus iii. Flock Cameras for Police Department 11. Executive Session (if needed) 12. Comments from the Public 13. Adjournment Respectfully submitted, Erin Schwarz Financ"
Beacon Falls,agenda,alpr,alpr_flock,2026-01-13,,Board of Finance Minutes - 2026-01-13,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_01132026-191,,"ting mandatory procurement training for Senior Center, Public Works and Fire. The BOS approved these procurement waivers last night. They did not act on the procurement waiver for the Flock cameras. E. Schwarz explained that the cameras have been in place for over a year, and the Corporal’s memo exp"
Beacon Falls,agenda,alpr,alpr_vendor,2026-01-12,,Board of Selectmen Minutes - 2026-01-12,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_01122026-190,,"ing a trial period (at a cost of $9,200) where the equipment’s functionality and reliability were verified, the department performed procurement research on four national leaders: Motorola, Leonardo, Rekor, and Flock Safety. III. Cost Analysis & Comparison While research was conducted on four vendor"
Beacon Falls,agenda,alpr,alpr_flock,2026-01-12,,Board of Selectmen Minutes - 2026-01-12,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_01122026-190,,Re: Police Department License Plate Readers (LPRs) I. Purpose This memorandum seeks approval to waive the standard competitive bidding process and authorize the Town to entered into a contract with Flock Safety for the implementation of a License Plate Reader (LPR) system. This request follows a suc
Beacon Falls,agenda,body_camera,body_camera,2026-08-10,,Board of Selectmen Agenda - 2026-08-10,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Agenda/_08102026-328,,ection FM-2 17 Old Turnpike new business inspection FM-2 FM request to assist Prospect FM at the scene of a structure fire on Rolling Ridge Dr FM-2 113 South Main Street porch fire investigation FM-2 Body Cam Program was established within the Fire Marshals office. 1 supplied by BFPD issued to Deput
Beacon Falls,agenda,drone,drone,2026-07-20,,Parks & Recreation Minutes - 2026-07-20,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_07202026-318,,"received from a concerned resident pertaining to closing the whole park for Summer Camp. A concerned resident reached out stating fireworks trigger PTSD and the town should look into drone shows. Woodland Softball League sent an email thanking the board for all their wonderful, hard work. Jeremy Rod"
Beacon Falls,agenda,drone,drone,2026-05-28,,Museum and Rimmon Schoolhouse Committee Minutes - 2026-05-28,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_05282026-290,,"May 28, 2026 (Subject to Revision) a. Phase 1 – DiGiorgi i. Document before rehabilitation starts - photos, video, drone - The committee agreed that the building should be documented before rehabilitation begins. Volunteers will be sought to take photographs and"
Beacon Falls,agenda,drone,drone,2026-03-16,,Parks & Recreation Minutes - 2026-03-16,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_03162026-239,,"ound on May 17th, 2021. And I want to clarify it but put it on the record, I believe we made a motion to put $5,200 out of our special activities account which was for the drone show because finance told Selectman Krenesky we had $11,000 sitting unencumbered. It was motion made and accepted for the "
Beacon Falls,agenda,surveillance_general,surveillance_general,2026-07-13,,Board of Selectmen Agenda - 2026-07-13,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Agenda/_07132026-317,,"ntly all of the stations have a new or rebuilt pump ready for service. Sewer repair : 10 Beacon St. had a root ball in their lateral, the repair was done on 5/30 by Green Construction Management CCTV Sewer inspection: Main street has been completed , work had to be preformed during our low flow peri"
Beacon Falls,agenda,surveillance_general,surveillance_general,2026-04-13,,Board of Selectmen Minutes - 2026-04-13,https://www.beaconfalls-ct.org/AgendaCenter/ViewFile/Minutes/_04132026-261,,"with our rebuilt spare pump and is currently in service and running fine. Testing : Normal weekly testing shows we had trouble meeting our Biological Oxygen Demand on our effluent 3/16,3/23 Misc.: CCTV inspection of the storm and sanitary sewer pipes on Main St. is part of an ongoing effort to seek "
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=2269s,2269,"law, like just knowing the case law as it changes. I mean, it's changing every day with Flock, right? So, you know. >> You have to search every day."
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=2941s,2941,"state legislature, the governor's office, POST is doing something. All this is about the ALPRs and the Flock and everything. So, that that goal was about using enhanced data driven driven"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=2953s,2953,Um which we have some we have our Flock report tonight and um it's just a hot button topic right now.
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3331s,3331,wrote up after I did some research briefing memorandum for all of you about ALPR technology. And really what all of this is is a position that I I wanted to make very
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3354s,3354,"sources, there's a lot of confusion. Uh we use the term everybody's saying the term Flock and they're talking about traffic cameras, traffic enforcement cameras,"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3366s,3366,"you know, even in my own house I had a discussion with my wife last weekend what she said about Flock taking pictures of speeding cars and I realized the public thinks that that's what the"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3377s,3377,"the public thinks that that's what the ALPRs do, but not all the cameras that you know, Flock is a brand name. So, I wanted to to clarify some of that. I stand by the um"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3385s,3385,wanted to to clarify some of that. I stand by the um our use of Flock cameras for intelligence gathering. We are not using There's no way to determine speed of a
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3391s,3391,intelligence gathering. We are not using There's no way to determine speed of a car going by a Flock camera. Um that we have that the technology that
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3398s,3398,"that we have that the technology that we're using. They're They make cameras like that, I'm sure. Flock makes a lot of different cameras, but there's a lot of ALPR technology out there and"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3402s,3402,"like that, I'm sure. Flock makes a lot of different cameras, but there's a lot of ALPR technology out there and uh the Deputy Chief and Lieutenant Martin went to a meeting at the Police"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3427s,3427,"state State of Connecticut has the most stringent restrictions right now on the use of ALPR and it's going to be rolled out October 1st. The legislature already already made some some changes. So, I"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3524s,3524,"get their own they be able to go to the police department and say, ""I want to know what you got on your ALPR. That's my personal information."" So, I came up I've designed a form for that cuz we"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3590s,3590,"targeting. We have >> Well, that's my question. I My question would be our Flock cameras only work as good as everybody else having Flock cameras in their towns."
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3595s,3595,I My question would be our Flock cameras only work as good as everybody else having Flock cameras in their towns. Cuz we're watching cars coming in and they're
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3625s,3625,"would have bet dollar for donut that there would have been audience of citizens here for Flock tonight. >> expecting it tonight. >> I was expecting it. But, I think that it"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3644s,3644,"McNally put together in his report because obviously the public can't see what we see. So, it's a concern is Flock is a speed camera and the answer fact, no. ALPR systems are investigated tools"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3649s,3649,"what we see. So, it's a concern is Flock is a speed camera and the answer fact, no. ALPR systems are investigated tools that are not designed to issue speeding or red light citations."
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3671s,3671,"The uh registered owner is not necessarily the driver. Concern, a Flock hit hit gives an officer probable cause to stop someone. Fact, no. An ALPR observation is an"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3676s,3676,"Concern, a Flock hit hit gives an officer probable cause to stop someone. Fact, no. An ALPR observation is an investigative lead. Officers must establish an independent or lawful basis"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3695s,3695,"movements whenever they want. Connect and fact, Connecticut law restricts when ALPR information may be assessed and required documentation for specific investigative searches. Concern, the"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3719s,3719,"to specific exemptions. We get a report every month courtesy of uh Lieutenant Solic showing when Flock was used, who used it, and for how long. And and then that's deleted after an appropriate"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3749s,3749,"identify people exercising First Amendment rights. Fact, the Connecticut law specifically prohibits using ALPR data for that purpose. Concern, Flock data can simply be sold"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3755s,3755,"law specifically prohibits using ALPR data for that purpose. Concern, Flock data can simply be sold or used by the vendor. Fact, Connecticut law ins- imposes"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3764s,3764,"Fact, Connecticut law ins- imposes restrictions on vendors and their handling of public agency A- ALPR information. Uh concern, there is no consequences if"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=3822s,3822,"doorbell cameras, traffic cameras, other video systems ring throughout the community. Removing ALPR would primarily eliminate one specific uh investigative capability available to"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4002s,4002,"surveillance technology has existed for 40 years. But for whatever reason, this flock has become the focal point. And then the whole idea is that people"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4026s,4026,the other stuff. I'm I think people are conflating two different things. They're conflating Flock with the speed cameras. Yeah. Yeah. And if you have Waze and you're driving
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4127s,4127,"how the data is being stored. Not necessarily how our people are using it, but how Flock uses it. How do we know Flock truly deletes it? And that I mean there's laws and we just have to"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4129s,4129,"necessarily how our people are using it, but how Flock uses it. How do we know Flock truly deletes it? And that I mean there's laws and we just have to have faith that"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4212s,4212,represent is staggering. That I worry more about that than I ever will about Flock. Not even close. LPRs are nothing new. We've had them in this state for 20
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4233s,4233,"investigative division, Lieutenant Solar. And guess what? More Flock. But please feel feel us in. >> destruction burglary. Another recovered motor vehicle."
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4400s,4400,">> Okay, thank you. >> And he's perfectly happy with that. >> I'll touch base. I had the Flock report. Obviously, having uh audit, monthly audit is listed in there. I'll point out"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4407s,4407,"audit is listed in there. I'll point out that the state law requires a quarterly audit. When we took on the Flock system, we determined by policy we're going to do a monthly audit. I would rather keep"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4423s,4423,100%. And I put together that he had now three guys the Flock LPR user report did this for uh the period of last fiscal year uh for the most part. Just to give you a
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4451s,4451,"because this Let me show you last fiscal year uh we got 52 specific criminal investigations that uh Flock searches helped with, you know, were integral of in those investigations. Uh of those 23"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4483s,4483,Uh we've had in that time period 11 stolen vehicle recoveries um based on Flock hits or uh searches. A lot of times it's it's hits that are instantaneous that will alert
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4568s,4568,"times uh a stolen license plate which is listed as stolen in NCIC uh hit on our Flock system. Uh 479 times stolen vehicle hit within one of our Flock cameras. Now,"
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4572s,4572,"listed as stolen in NCIC uh hit on our Flock system. Uh 479 times stolen vehicle hit within one of our Flock cameras. Now, >> Mhm."
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4593s,4593,Uh 44 times uh people who were registered with arrest warrants hit our Flock warrants at our Flock uh cameras. And and many times we're able to
Berlin,transcript,alpr,alpr_flock,2026-08-17,Police Commission,Police Commission 2026 08 17,https://www.youtube.com/watch?v=5-3PPJtXMX0&t=4596s,4596,people who were registered with arrest warrants hit our Flock warrants at our Flock uh cameras. And and many times we're able to get over and find that they could be
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8429s,8429,">> Number eight. So, this is again this is an annual request. If you remember, last year the council approved the the flock camera system uh for the police department which I believe has been"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8458s,8458,">> I got I gotta ask, Drew. >> Yes. >> Flock cameras. Yes. You have I'm sure have read and seen many many things lately across the country. Not you know,"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8489s,8489,"street or or people's travels. It it takes a picture. It's an LPR. It's a license plate reader. It reads that license plate and then stores that data. Um, we store the data applicable with"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8507s,8507,"forever. It's basically stored for one month and we can access that data for up to a month. Um, the flock does not run your license, does not check and see if your car is registered. All it knows is"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8555s,8555,"listed as missing or endangered. We've had at least two people in town that we um came up with an alert on flock. The officers were able to find the vehicle, stop them, and they were elderly people"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8598s,8598,"coming into our town is to commit crimes. So, what we do get is if a license plate reader comes up with a p a plate that's listed as stolen, the officers then can go into the area where"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8606s,8606,"plate that's listed as stolen, the officers then can go into the area where that flock hit was developed and we can look for the vehicle, find it, and then to be honest, we're basically displacing"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8649s,8649,"that was knocked over, had her shoulder, dislocated. This was right at the beginning of Flock and we were able to use the Flock data to come up with a suspect who was in Florida at the time"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8652s,8652,dislocated. This was right at the beginning of Flock and we were able to use the Flock data to come up with a suspect who was in Florida at the time and we were able to actually make an
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8736s,8736,">> Um, >> or does it just >> only certain people can look for flock data? Okay. >> So, you'd have to get that from dispatch"
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8779s,8779,really helping out the police department have we thought about adding any more cameras to the flock uh and increasing it from 12? >> We have not at this time. What we did is
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8815s,8815,>> You're welcome. >> Very flock presented how they're not sharing with the retail customers. When this was
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=8857s,8857,>> And you're sure that this private company? How do you know? >> That's Flock does not own the data. The Berlin Police Department owns our data. So Lowe's owns their data. I don't know
Berlin,transcript,alpr,alpr_flock,2026-07-21,Town Council,Town Council 2026 07 21,https://www.youtube.com/watch?v=EKJDEcPG5P4&t=9092s,9092,take a motion. >> Move to approve waving the town's bidding requirements for flock systems and equipment using funds as available in the equipment maintenance up to
Berlin,transcript,alpr,alpr_flock,2026-07-15,Police Commission,Police Commission 2026 07 15,https://www.youtube.com/watch?v=Kt8efrU5wHE&t=781s,781,>> The one in the >> And that was one of our first successes with Flock. And that was before we had any Flock cameras. That was on other people's Flock cameras.
